Date,Price,Open,High,Low,Volume,Change %
2/5/2024,"72,200","72,100","72,200","72,100",7.49K,0.14%
2/2/2024,"72,100","72,100","72,100","72,000",5.56K,0.14%
2/1/2024,"72,000","71,000","72,400","71,000",2.80K,0.28%
1/31/2024,"71,800","72,300","72,300","71,800",9.61K,-0.42%
1/30/2024,"72,100","72,000","72,100","71,300",4.81K,0.14%
1/29/2024,"72,000","71,400","72,400","71,000",20.59K,0.98%
1/26/2024,"71,300","71,200","71,300","71,200",2.31K,0.28%
1/25/2024,"71,100","71,100","71,100","71,100",1.40K,0.00%
1/24/2024,"71,100","71,000","71,700","71,000",2.60K,0.14%
1/23/2024,"71,000","70,500","71,500","70,100",2.45K,0.71%
1/22/2024,"70,500","71,100","71,900","70,500",1.81K,-0.84%
1/19/2024,"71,100","71,800","72,500","71,000",7.68K,-0.70%
1/18/2024,"71,600","71,600","71,600","71,600",1.20K,0.14%
1/17/2024,"71,500","71,500","72,400","71,500",4.98K,0.14%
1/16/2024,"71,400","73,900","73,900","71,000",3.69K,-3.38%
1/15/2024,"73,900","69,000","73,900","68,000",15.36K,7.10%
1/12/2024,"69,000","70,000","70,000","69,000",1.40K,1.17%
1/11/2024,"68,200","69,000","69,500","68,200",12.44K,-1.73%
1/10/2024,"69,400","71,000","71,000","69,400",2.80K,0.00%
1/9/2024,"69,400","69,000","69,500","69,000",3.54K,-0.14%
1/8/2024,"69,500","71,900","72,000","69,500",4.95K,-3.34%
1/5/2024,"71,900","71,300","72,000","71,300",12.92K,1.13%
1/4/2024,"71,100","68,500","72,300","68,500",34.77K,4.87%
1/3/2024,"67,800","66,000","67,800","66,000",10.90K,2.73%
1/2/2024,"66,000","66,000","66,000","65,500",3.60K,0.76%
12/29/2023,"65,500","65,500","65,700","65,500",1.85K,0.00%
12/28/2023,"65,500","65,300","65,500","65,300",4.14K,0.77%
12/27/2023,"65,000","65,300","65,300","65,000",5.42K,-0.31%
12/26/2023,"65,200","65,300","65,300","65,000",7.30K,1.09%
12/25/2023,"64,500","64,500","64,500","64,300",1.20K,0.47%
12/22/2023,"64,200","64,500","64,500","64,100",3.22K,-0.47%
12/21/2023,"64,500","64,400","64,500","64,200",4.70K,0.16%
12/20/2023,"64,400","65,300","65,500","64,400",11.55K,0.31%
12/19/2023,"64,200","64,200","64,200","64,200",2.36K,0.00%
12/18/2023,"64,200","64,700","64,700","64,100",6.00K,-0.77%
12/15/2023,"64,700","65,300","65,300","64,700",1.30K,-0.92%
12/14/2023,"65,300","65,000","65,400","64,800",6.20K,0.77%
12/13/2023,"64,800","64,500","64,900","64,500",5.54K,-0.31%
12/12/2023,"65,000","64,300","65,000","64,000",6.64K,1.25%
12/11/2023,"64,200","64,600","65,000","64,200",1.71K,-0.62%
12/8/2023,"64,600","64,500","65,000","64,500",3.33K,0.47%
12/7/2023,"64,300","64,500","65,100","64,300",7.02K,0.00%
12/6/2023,"64,300","64,200","65,300","64,200",5.08K,-0.31%
12/5/2023,"64,500","64,100","64,500","64,000",1.20K,-0.15%
12/4/2023,"64,600","65,500","65,500","64,500",7.22K,0.16%
12/1/2023,"64,500","64,500","64,500","64,400",16.17K,0.78%
11/30/2023,"64,000","63,700","64,100","63,700",1.90K,0.47%
11/29/2023,"63,700","63,500","64,000","63,500",6.21K,-0.47%
11/28/2023,"64,000","64,900","64,900","64,000",0.60K,-0.31%
11/27/2023,"64,200","64,200","64,200","64,000",0.79K,0.31%
11/24/2023,"64,000","64,500","64,900","64,000",4.81K,-1.39%
11/23/2023,"64,900","65,000","65,900","64,900",4.15K,0.00%
11/22/2023,"64,900","64,500","65,000","64,500",9.70K,0.78%
11/21/2023,"64,400","64,000","64,400","64,000",1.91K,0.63%
11/20/2023,"64,000","63,500","64,000","63,500",6.39K,0.00%
11/17/2023,"64,000","65,000","65,000","64,000",5.34K,-0.78%
11/16/2023,"64,500","65,000","65,000","64,100",2.91K,0.78%
11/15/2023,"64,000","64,500","68,200","64,000",28.90K,3.23%
11/14/2023,"62,000","61,900","63,000","61,900",16.28K,1.64%
11/13/2023,"61,000","60,700","61,400","60,700",1.60K,0.49%
11/10/2023,"60,700","61,900","61,900","60,700",3.22K,-0.98%
11/9/2023,"61,300","61,400","61,900","61,200",2.83K,-0.16%
11/8/2023,"61,400","61,800","61,800","60,500",5.70K,0.82%
11/7/2023,"60,900","61,000","61,200","60,900",2.00K,-0.33%
11/6/2023,"61,100","61,400","61,600","61,000",4.42K,-0.81%
11/3/2023,"61,600","61,000","62,800","60,000",2.89K,0.33%
11/2/2023,"61,400","61,100","62,300","61,000",6.61K,0.66%
11/1/2023,"61,000","60,300","61,000","60,000",4.24K,1.16%
10/31/2023,"60,300","61,000","62,000","60,200",10.82K,-1.15%
10/30/2023,"61,000","61,900","62,000","61,000",4.75K,-1.61%
10/27/2023,"62,000","60,500","66,000","59,000",12.74K,2.48%
10/26/2023,"60,500","59,000","60,800","58,700",16.00K,-0.66%
10/25/2023,"60,900","61,000","61,000","58,000",11.40K,-0.16%
10/24/2023,"61,000","61,300","61,300","60,000",3.39K,-0.49%
10/23/2023,"61,300","61,500","61,500","60,000",12.32K,-0.65%
10/20/2023,"61,700","61,700","62,300","61,400",5.11K,0.00%
10/19/2023,"61,700","61,500","62,500","61,200",9.35K,0.82%
10/18/2023,"61,200","62,700","63,000","61,200",8.26K,-2.39%
10/17/2023,"62,700","62,700","63,100","62,500",5.25K,0.16%
10/16/2023,"62,600","63,200","63,200","62,600",5.27K,-0.48%
10/13/2023,"62,900","63,200","63,900","62,700",11.99K,-0.63%
10/12/2023,"63,300","63,100","64,000","63,100",5.10K,0.48%
10/11/2023,"63,000","62,000","65,000","62,000",7.60K,1.61%
10/10/2023,"62,000","60,500","62,500","60,500",17.51K,3.33%
10/9/2023,"60,000","58,600","60,000","58,500",10.26K,2.56%
10/6/2023,"58,500","58,500","58,700","57,500",7.51K,-0.51%
10/5/2023,"58,800","60,000","60,000","58,800",13.60K,-2.00%
10/4/2023,"60,000","60,000","60,100","59,000",7.10K,0.00%
10/3/2023,"60,000","61,700","61,700","57,900",43.70K,-2.76%
10/2/2023,"61,700","62,000","62,000","61,700",3.87K,0.00%
9/29/2023,"61,700","62,300","62,300","60,000",10.34K,3.87%
9/28/2023,"59,400","59,200","61,000","59,000",12.14K,0.34%
9/27/2023,"59,200","60,600","60,600","58,000",37.96K,-2.31%
9/26/2023,"60,600","64,500","64,500","60,300",37.17K,-1.94%
9/25/2023,"61,800","64,800","64,800","61,800",30.41K,-4.92%
9/22/2023,"65,000","65,200","66,500","62,800",77.02K,-4.41%
9/21/2023,"68,000","68,800","68,800","67,500",3.60K,0.00%
9/20/2023,"68,000","68,100","68,100","67,000",3.72K,-0.15%
9/19/2023,"68,100","69,000","69,000","68,100",0.72K,0.15%
9/18/2023,"68,000","69,000","69,000","68,000",3.70K,-1.45%
9/15/2023,"69,000","67,100","69,000","67,100",1.11K,1.47%
9/14/2023,"68,000","68,200","68,200","67,100",3.70K,-0.29%
9/13/2023,"68,200","68,200","69,000","67,500",2.72K,0.00%
9/12/2023,"68,200","69,000","69,000","68,100",4.46K,-0.15%
9/11/2023,"68,300","68,800","69,000","68,300",6.39K,-1.16%
9/8/2023,"69,100","69,800","70,000","69,000",3.88K,-1.29%
9/7/2023,"70,000","71,000","71,000","69,000",6.30K,-0.99%
9/6/2023,"70,700","70,000","70,700","70,000",6.60K,1.00%
9/5/2023,"70,000","69,600","73,700","65,600",19.43K,1.60%
8/31/2023,"68,900","68,000","68,900","64,000",16.22K,1.32%
8/30/2023,"68,000","70,000","70,100","66,500",4.63K,-2.86%
8/29/2023,"70,000","69,000","71,000","69,000",8.86K,2.19%
8/28/2023,"68,500","64,900","69,500","64,900",23.62K,5.87%
8/25/2023,"64,700","63,200","65,000","63,200",4.96K,2.37%
8/24/2023,"63,200","63,100","63,400","63,100",3.13K,-0.47%
8/23/2023,"63,500","63,000","63,500","63,000",2.21K,-0.63%
8/22/2023,"63,900","64,800","64,800","62,000",5.47K,1.43%
8/21/2023,"63,000","63,600","63,600","62,600",3.87K,-0.94%
8/18/2023,"63,600","64,500","65,500","63,600",11.88K,-2.90%
8/17/2023,"65,500","65,000","65,500","65,000",7.70K,-0.46%
8/16/2023,"65,800","66,000","66,000","65,200",2.77K,-0.30%
8/15/2023,"66,000","66,000","66,100","64,300",2.40K,-0.15%
8/14/2023,"66,100","66,000","66,200","64,500",12.51K,0.15%
8/11/2023,"66,000","66,000","66,000","65,500",6.80K,-0.30%
8/10/2023,"66,200","66,900","66,900","66,200",0.70K,0.15%
8/9/2023,"66,100","66,000","67,000","66,000",2.80K,0.15%
8/8/2023,"66,000","60,300","67,800","60,300",10.41K,-1.35%
8/7/2023,"66,900","66,100","67,100","66,100",6.80K,1.06%
8/4/2023,"66,200","66,000","66,500","66,000",6.54K,-0.45%
8/3/2023,"66,500","67,600","67,700","65,000",5.30K,-1.04%
8/2/2023,"67,200","67,000","67,400","67,000",7.78K,-1.18%
8/1/2023,"68,000","68,000","68,300","68,000",17.44K,1.49%
7/31/2023,"67,000","66,400","67,500","66,400",3.80K,-0.59%
7/28/2023,"67,400","67,700","68,000","66,900",7.41K,-0.88%
7/27/2023,"68,000","68,000","68,300","67,600",10.65K,0.00%
7/26/2023,"68,000","69,000","69,000","68,000",7.64K,-1.31%
7/25/2023,"68,900","68,600","68,900","68,200",11.50K,1.32%
7/24/2023,"68,000","69,000","69,000","66,000",28.71K,-1.45%
7/21/2023,"69,000","71,800","72,000","69,000",30.53K,-3.90%
7/20/2023,"71,800","72,400","73,200","71,800",6.36K,-0.83%
7/19/2023,"72,400","72,400","73,200","71,500",20.40K,0.56%
7/18/2023,"72,000","73,800","74,000","71,100",19.71K,-1.91%
7/17/2023,"73,400","72,400","75,000","72,200",22.57K,1.66%
7/14/2023,"72,200","76,000","76,000","72,200",42.00K,-6.84%
7/13/2023,"77,500","79,500","79,500","74,000",22.90K,-2.52%
7/12/2023,"79,500","80,800","80,800","75,000",100.78K,8.16%
7/11/2023,"73,500","73,500","73,500","73,500",18.28K,9.90%
7/10/2023,"66,880","66,880","66,880","61,200",214.78K,-56.00%
7/7/2023,"152,000","139,700","153,700","139,700",44.61K,8.73%
7/6/2023,"139,800","147,600","147,800","138,000",41.11K,-5.22%
7/5/2023,"147,500","157,000","157,000","145,000",22.60K,-1.54%
7/4/2023,"149,800","158,000","160,000","148,000",28.77K,-4.89%
7/3/2023,"157,500","153,000","166,100","153,000",24.99K,4.30%
6/30/2023,"151,000","153,500","155,000","151,000",12.30K,-0.92%
6/29/2023,"152,400","150,000","156,000","149,000",13.02K,1.67%
6/28/2023,"149,900","146,000","159,500","146,000",30.77K,2.81%
6/27/2023,"145,800","143,000","145,800","135,200",1.65K,1.96%
6/26/2023,"143,000","145,000","145,000","143,000",0.31K,-1.38%
6/23/2023,"145,000","134,800","145,000","134,800",2.56K,7.57%
6/22/2023,"134,800","132,000","144,900","129,000",9.61K,-5.93%
6/21/2023,"143,300","146,000","146,000","134,100",10.40K,-3.83%
6/20/2023,"149,000","135,000","150,000","135,000",1.32K,2.76%
6/19/2023,"145,000","118,900","145,200","118,900",15.23K,9.85%
6/16/2023,"132,000","117,000","132,000","117,000",1.01K,6.45%
6/15/2023,"124,000","110,600","124,000","110,600",0.21K,0.98%
6/14/2023,"122,800","119,500","124,900","119,500",0.40K,5.95%
6/9/2023,"115,900","115,100","115,900","115,100",0.31K,0.00%
6/8/2023,"115,900","115,900","115,900","115,900",0.12K,-5.00%
6/7/2023,"122,000","122,000","122,000","122,000",0.10K,1.75%
6/6/2023,"119,900","119,900","119,900","119,900",1.30K,3.81%
6/5/2023,"115,500","111,000","121,900","111,000",1.51K,-5.33%
6/2/2023,"122,000","125,400","125,400","122,000",1.21K,7.02%
6/1/2023,"114,000","109,000","114,500","108,800",2.50K,9.51%
5/31/2023,"104,100","103,000","105,500","103,000",0.70K,4.10%
5/30/2023,"100,000","100,000","100,000","100,000",0.20K,0.00%
5/29/2023,"100,000","100,000","100,000","100,000",0.11K,3.84%
5/22/2023,"96,300","86,700","86,700","86,700",,0.00%
5/19/2023,"96,300","96,500","96,500","96,300",0.20K,-2.73%
5/16/2023,"99,000","98,500","99,000","98,500",0.20K,-5.71%
