Date,Price,Open,High,Low,Volume,Change %
23/02/2024,"26,500.00","26,800.00","26,800.00","26,200.00",80.32K,-1.49%
22/02/2024,"26,900.00","27,100.00","29,500.00","26,500.00",70.97K,-1.82%
21/02/2024,"27,400.00","26,300.00","27,400.00","26,200.00",355.07K,3.01%
20/02/2024,"26,600.00","26,500.00","26,700.00","26,000.00",212.82K,0.00%
19/02/2024,"26,600.00","26,900.00","27,000.00","26,200.00",247.41K,-1.12%
16/02/2024,"26,900.00","27,000.00","27,000.00","26,600.00",33.23K,-0.37%
15/02/2024,"27,000.00","27,100.00","27,500.00","26,800.00",62.13K,-0.37%
7/2/2024,"27,100.00","26,700.00","27,100.00","26,600.00",83.62K,0.37%
6/2/2024,"27,000.00","26,800.00","27,100.00","26,600.00",106.90K,0.37%
5/2/2024,"26,900.00","27,200.00","27,400.00","26,100.00",87.62K,-0.74%
2/2/2024,"27,100.00","26,800.00","27,700.00","26,600.00",254.53K,1.12%
1/2/2024,"26,800.00","25,900.00","26,800.00","25,800.00",205.08K,3.47%
31/01/2024,"25,900.00","25,600.00","26,000.00","25,600.00",144.03K,0.78%
30/01/2024,"25,700.00","25,500.00","25,700.00","25,400.00",88.91K,0.78%
29/01/2024,"25,500.00","25,400.00","25,500.00","25,300.00",85.57K,0.39%
26/01/2024,"25,400.00","24,800.00","25,400.00","24,800.00",82.81K,1.60%
25/01/2024,"25,000.00","24,600.00","25,100.00","24,600.00",135.51K,0.40%
24/01/2024,"24,900.00","24,900.00","25,000.00","24,600.00",122.12K,0.00%
23/01/2024,"24,900.00","24,500.00","25,200.00","24,500.00",97.95K,0.81%
22/01/2024,"24,700.00","24,600.00","24,800.00","24,500.00",116.32K,0.82%
19/01/2024,"24,500.00","24,600.00","24,600.00","24,000.00",277.24K,0.00%
18/01/2024,"24,500.00","24,300.00","24,700.00","24,200.00",155.99K,0.00%
17/01/2024,"24,500.00","24,200.00","25,000.00","24,200.00",75.20K,1.24%
16/01/2024,"24,200.00","23,900.00","24,300.00","23,800.00",86.10K,0.83%
15/01/2024,"24,000.00","23,900.00","24,400.00","23,900.00",34.81K,-0.83%
12/1/2024,"24,200.00","24,100.00","24,400.00","23,700.00",134.10K,0.00%
11/1/2024,"24,200.00","24,200.00","24,800.00","24,000.00",45.04K,0.00%
10/1/2024,"24,200.00","25,500.00","25,500.00","24,000.00",103.09K,-1.22%
9/1/2024,"24,500.00","24,300.00","24,700.00","24,000.00",139.61K,0.82%
8/1/2024,"24,300.00","24,600.00","24,600.00","23,900.00",115.69K,0.00%
5/1/2024,"24,300.00","24,300.00","24,500.00","23,900.00",80.46K,0.00%
4/1/2024,"24,300.00","23,200.00","24,600.00","23,000.00",411.83K,5.19%
3/1/2024,"23,100.00","23,000.00","23,100.00","22,900.00",39.89K,0.00%
2/1/2024,"23,100.00","23,000.00","23,200.00","22,900.00",60.13K,0.43%
29/12/2023,"23,000.00","22,700.00","23,000.00","22,700.00",131.91K,0.44%
28/12/2023,"22,900.00","22,900.00","22,900.00","22,700.00",54.46K,0.00%
27/12/2023,"22,900.00","22,900.00","22,900.00","22,600.00",46.13K,0.44%
26/12/2023,"22,800.00","22,600.00","22,900.00","22,600.00",20.71K,-0.44%
25/12/2023,"22,900.00","23,000.00","23,000.00","22,500.00",24.33K,-0.43%
22/12/2023,"23,000.00","23,000.00","23,000.00","22,600.00",75.93K,0.88%
21/12/2023,"22,800.00","22,400.00","22,800.00","22,400.00",66.09K,0.00%
20/12/2023,"22,800.00","22,800.00","22,900.00","22,400.00",27.32K,-0.44%
19/12/2023,"22,900.00","21,800.00","22,900.00","21,800.00",19.52K,3.62%
18/12/2023,"22,100.00","22,500.00","22,500.00","21,700.00",79.86K,-0.45%
15/12/2023,"22,200.00","21,600.00","22,300.00","20,800.00",127.55K,-1.33%
14/12/2023,"22,500.00","22,900.00","23,000.00","22,300.00",76.30K,-0.88%
13/12/2023,"22,700.00","22,900.00","22,900.00","22,500.00",101.88K,-0.87%
12/12/2023,"22,900.00","22,800.00","23,000.00","22,800.00",19.71K,-0.43%
11/12/2023,"23,000.00","22,800.00","23,100.00","22,700.00",43.15K,0.88%
8/12/2023,"22,800.00","22,900.00","23,000.00","22,600.00",80.66K,-0.87%
7/12/2023,"23,000.00","23,000.00","23,200.00","22,700.00",50.13K,0.00%
6/12/2023,"23,000.00","23,000.00","23,100.00","22,800.00",36.19K,0.44%
5/12/2023,"22,900.00","23,000.00","23,200.00","22,900.00",28.18K,-0.43%
4/12/2023,"23,000.00","23,000.00","23,300.00","22,800.00",89.45K,0.00%
1/12/2023,"23,000.00","22,700.00","23,000.00","22,600.00",60.89K,0.00%
30/11/2023,"23,000.00","22,900.00","23,000.00","22,700.00",23.11K,0.00%
29/11/2023,"23,000.00","22,700.00","23,100.00","22,600.00",53.42K,0.00%
28/11/2023,"23,000.00","22,800.00","23,100.00","22,700.00",34.20K,-0.43%
27/11/2023,"23,100.00","23,100.00","23,400.00","22,900.00",23.56K,0.43%
24/11/2023,"23,000.00","22,900.00","23,000.00","22,600.00",49.50K,0.44%
23/11/2023,"22,900.00","23,000.00","23,700.00","22,700.00",83.08K,0.00%
22/11/2023,"22,900.00","22,900.00","23,800.00","22,600.00",167.95K,0.00%
21/11/2023,"22,900.00","22,600.00","23,000.00","21,100.00",154.88K,0.00%
20/11/2023,"22,900.00","22,900.00","23,000.00","22,400.00",58.27K,0.00%
17/11/2023,"22,900.00","23,000.00","23,200.00","22,400.00",58.93K,-0.43%
16/11/2023,"23,000.00","22,700.00","23,200.00","22,500.00",30.00K,0.44%
15/11/2023,"22,900.00","23,200.00","23,500.00","22,500.00",100.19K,0.00%
14/11/2023,"22,900.00","23,100.00","23,200.00","22,400.00",197.98K,1.33%
13/11/2023,"22,600.00","23,300.00","23,500.00","22,600.00",82.92K,-3.00%
10/11/2023,"23,300.00","23,100.00","23,400.00","22,700.00",136.46K,0.43%
9/11/2023,"23,200.00","22,700.00","23,800.00","22,500.00",215.81K,2.20%
8/11/2023,"22,700.00","22,500.00","23,000.00","22,300.00",150.04K,0.89%
7/11/2023,"22,500.00","22,000.00","22,700.00","21,800.00",233.46K,1.81%
6/11/2023,"22,100.00","21,800.00","22,500.00","21,500.00",161.90K,1.38%
3/11/2023,"21,800.00","22,100.00","22,100.00","21,400.00",53.00K,0.00%
2/11/2023,"21,800.00","21,300.00","22,200.00","21,300.00",125.88K,3.32%
1/11/2023,"21,100.00","20,600.00","21,400.00","20,500.00",40.70K,0.48%
31/10/2023,"21,000.00","20,800.00","21,200.00","20,400.00",67.00K,-0.94%
30/10/2023,"21,200.00","21,500.00","21,500.00","20,700.00",48.49K,-1.40%
27/10/2023,"21,500.00","20,400.00","22,000.00","20,200.00",144.77K,5.91%
26/10/2023,"20,300.00","20,600.00","20,600.00","18,800.00",439.14K,-2.40%
25/10/2023,"20,800.00","20,500.00","20,800.00","20,300.00",35.12K,1.46%
24/10/2023,"20,500.00","20,400.00","21,000.00","20,000.00",88.19K,0.49%
23/10/2023,"20,400.00","20,900.00","20,900.00","20,200.00",40.35K,-1.45%
20/10/2023,"20,700.00","20,900.00","20,900.00","20,000.00",80.12K,0.49%
19/10/2023,"20,600.00","20,600.00","20,900.00","20,200.00",75.24K,-1.44%
18/10/2023,"20,900.00","21,600.00","22,300.00","20,400.00",148.16K,-3.24%
17/10/2023,"21,600.00","22,600.00","22,800.00","21,600.00",139.50K,-4.42%
16/10/2023,"22,600.00","22,800.00","23,000.00","22,400.00",139.26K,0.44%
13/10/2023,"22,500.00","21,500.00","22,600.00","21,500.00",332.44K,6.13%
12/10/2023,"21,200.00","21,700.00","21,700.00","21,000.00",101.21K,-0.93%
11/10/2023,"21,400.00","21,800.00","21,800.00","21,000.00",70.20K,-0.93%
10/10/2023,"21,600.00","19,900.00","21,800.00","19,900.00",438.09K,8.54%
9/10/2023,"19,900.00","19,700.00","19,900.00","19,300.00",109.90K,1.02%
6/10/2023,"19,700.00","19,700.00","20,300.00","19,400.00",50.81K,0.00%
5/10/2023,"19,700.00","20,000.00","20,500.00","19,500.00",70.20K,0.00%
4/10/2023,"19,700.00","20,400.00","20,400.00","19,400.00",91.12K,-3.43%
3/10/2023,"20,400.00","20,700.00","21,000.00","18,900.00",344.78K,-2.86%
2/10/2023,"21,000.00","21,600.00","22,500.00","20,500.00",50.64K,-0.94%
29/09/2023,"21,200.00","19,400.00","21,300.00","19,000.00",158.06K,9.28%
28/09/2023,"19,400.00","19,600.00","19,600.00","19,200.00",62.54K,-1.02%
27/09/2023,"19,600.00","20,200.00","20,200.00","19,200.00",92.56K,-2.49%
26/09/2023,"20,100.00","20,700.00","20,700.00","19,500.00",87.29K,-2.90%
25/09/2023,"20,700.00","21,700.00","21,700.00","19,800.00",66.66K,-1.90%
22/09/2023,"21,100.00","21,800.00","21,800.00","21,100.00",67.12K,-3.21%
21/09/2023,"21,800.00","21,500.00","21,800.00","21,500.00",29.19K,0.46%
20/09/2023,"21,700.00","22,000.00","22,000.00","21,200.00",80.48K,0.93%
19/09/2023,"21,500.00","22,000.00","22,000.00","21,200.00",66.82K,-0.92%
18/09/2023,"21,700.00","21,900.00","21,900.00","21,500.00",104.35K,0.00%
15/09/2023,"21,700.00","22,400.00","22,400.00","21,700.00",68.05K,-1.81%
14/09/2023,"22,100.00","22,500.00","22,500.00","22,000.00",70.52K,0.00%
13/09/2023,"22,100.00","22,500.00","22,700.00","22,100.00",111.55K,-1.78%
12/9/2023,"22,500.00","22,600.00","22,700.00","22,300.00",96.23K,-0.88%
11/9/2023,"22,700.00","23,300.00","23,300.00","22,400.00",98.09K,-1.30%
8/9/2023,"23,000.00","23,300.00","23,300.00","22,900.00",62.90K,0.00%
7/9/2023,"23,000.00","23,300.00","23,300.00","22,800.00",120.51K,-0.86%
6/9/2023,"23,200.00","23,200.00","23,200.00","22,900.00",102.84K,0.43%
5/9/2023,"23,100.00","23,200.00","23,900.00","22,900.00",57.68K,0.43%
31/08/2023,"23,000.00","22,900.00","23,400.00","22,600.00",90.28K,1.77%
30/08/2023,"22,600.00","23,400.00","23,400.00","22,500.00",70.46K,-3.00%
29/08/2023,"23,300.00","23,900.00","24,000.00","23,100.00",61.35K,-0.43%
28/08/2023,"23,400.00","22,500.00","24,000.00","22,000.00",209.21K,5.41%
25/08/2023,"22,200.00","22,200.00","22,500.00","22,000.00",82.98K,0.00%
24/08/2023,"22,200.00","22,200.00","22,300.00","21,800.00",69.96K,0.00%
23/08/2023,"22,200.00","22,900.00","22,900.00","22,200.00",97.33K,-2.63%
22/08/2023,"22,800.00","23,400.00","23,400.00","22,400.00",75.89K,-0.87%
21/08/2023,"23,000.00","24,500.00","24,500.00","22,500.00",90.53K,-0.43%
18/08/2023,"23,100.00","24,500.00","24,500.00","23,000.00",335.89K,-5.71%
17/08/2023,"24,500.00","25,500.00","25,500.00","24,000.00",347.88K,-3.92%
16/08/2023,"25,500.00","28,000.00","28,000.00","25,400.00",574.58K,-5.90%
15/08/2023,"27,100.00","28,000.00","28,000.00","27,100.00",43.72K,-2.17%
14/08/2023,"27,700.00","27,800.00","28,300.00","27,300.00",54.52K,-0.36%
11/8/2023,"27,800.00","28,000.00","28,600.00","27,500.00",24.47K,-1.07%
10/8/2023,"28,100.00","28,100.00","30,300.00","27,700.00",79.08K,1.44%
9/8/2023,"27,700.00","27,400.00","27,900.00","27,400.00",36.80K,1.09%
8/8/2023,"27,400.00","27,600.00","27,900.00","27,300.00",61.14K,-1.79%
7/8/2023,"27,900.00","28,000.00","28,000.00","27,300.00",108.71K,-0.36%
4/8/2023,"28,000.00","28,400.00","28,400.00","27,800.00",53.03K,0.00%
3/8/2023,"28,000.00","28,500.00","28,500.00","27,800.00",40.85K,-0.71%
2/8/2023,"28,200.00","27,500.00","28,500.00","27,000.00",76.44K,2.55%
1/8/2023,"27,500.00","28,000.00","28,000.00","27,500.00",37.90K,-1.79%
31/07/2023,"28,000.00","28,400.00","28,400.00","27,700.00",64.14K,0.00%
28/07/2023,"28,000.00","28,500.00","28,500.00","27,800.00",45.21K,-1.41%
27/07/2023,"28,400.00","28,800.00","28,800.00","27,800.00",64.32K,0.00%
26/07/2023,"28,400.00","28,800.00","28,800.00","27,800.00",230.84K,0.00%
25/07/2023,"28,400.00","29,000.00","29,000.00","27,900.00",110.24K,-2.07%
24/07/2023,"29,000.00","28,000.00","29,000.00","27,200.00",162.70K,4.69%
21/07/2023,"27,700.00","27,300.00","27,900.00","26,800.00",131.50K,0.73%
20/07/2023,"27,500.00","27,700.00","27,700.00","27,100.00",56.57K,0.00%
19/07/2023,"27,500.00","27,100.00","27,800.00","25,300.00",53.44K,0.00%
18/07/2023,"27,500.00","27,900.00","27,900.00","27,200.00",30.90K,-0.36%
17/07/2023,"27,600.00","27,700.00","28,000.00","27,200.00",68.16K,0.00%
14/07/2023,"27,600.00","28,000.00","28,000.00","27,200.00",76.46K,-1.78%
13/07/2023,"28,100.00","26,300.00","28,700.00","26,000.00",394.00K,7.66%
12/7/2023,"26,100.00","26,700.00","26,900.00","26,100.00",111.98K,-2.25%
11/7/2023,"26,700.00","26,900.00","27,400.00","26,300.00",135.96K,0.75%
10/7/2023,"26,500.00","26,200.00","27,000.00","25,500.00",123.72K,1.53%
7/7/2023,"26,100.00","23,000.00","26,900.00","23,000.00",288.57K,4.40%
6/7/2023,"25,000.00","26,300.00","26,500.00","25,000.00",196.24K,-4.94%
5/7/2023,"26,300.00","26,300.00","26,900.00","25,900.00",103.91K,0.00%
4/7/2023,"26,300.00","27,000.00","27,000.00","26,200.00",118.02K,-2.59%
3/7/2023,"27,000.00","28,000.00","28,300.00","26,500.00",117.77K,-2.17%
30/06/2023,"27,600.00","26,600.00","27,700.00","26,000.00",229.52K,0.00%
29/06/2023,"27,600.00","32,000.00","32,000.00","27,500.00",168.75K,-6.12%
28/06/2023,"29,400.00","31,500.00","31,500.00","28,700.00",576.68K,2.44%
27/06/2023,"28,700.00","28,600.00","28,700.00","28,500.00",119.62K,9.96%
26/06/2023,"26,100.00","21,500.00","26,100.00","21,500.00",151.03K,9.66%
23/06/2023,"23,800.00","23,800.00","23,800.00","23,300.00",413.15K,9.61%
22/06/2023,"21,714.30","21,357.20","21,964.30","21,178.60",580.37K,2.01%
21/06/2023,"21,285.70","21,428.60","21,607.20","21,178.60",410.33K,-0.17%
20/06/2023,"21,321.40","21,607.20","21,607.20","21,214.30",426.85K,0.34%
19/06/2023,"21,250.00","21,250.00","21,964.30","21,000.00",665.43K,1.71%
16/06/2023,"20,892.90","20,642.90","20,928.60","20,357.20",329.57K,1.21%
15/06/2023,"20,642.90","21,071.40","21,071.40","20,357.20",152.34K,-2.03%
14/06/2023,"21,071.40","21,071.40","21,428.60","20,535.70",299.68K,0.00%
13/06/2023,"21,071.40","21,964.30","21,964.30","21,000.00",395.69K,-1.67%
12/6/2023,"21,428.60","21,428.60","22,142.90","21,035.70",269.33K,1.70%
9/6/2023,"21,071.40","22,142.90","22,214.30","20,892.90",599.29K,-1.99%
8/6/2023,"21,500.00","20,178.60","21,857.20","20,000.00",1.34M,8.08%
7/6/2023,"19,892.90","19,107.20","19,928.60","18,928.60",583.67K,5.09%
6/6/2023,"18,928.60","18,571.40","19,035.70","18,392.90",927.22K,3.92%
5/6/2023,"18,214.30","18,500.00","18,500.00","18,107.20",135.52K,0.00%
2/6/2023,"18,214.30","17,714.30","18,535.70","17,607.10",320.14K,2.20%
1/6/2023,"17,821.40","17,857.20","18,178.60","17,535.70",335.75K,-0.20%
31/05/2023,"17,857.20","17,857.20","18,178.60","17,500.00",287.21K,2.04%
30/05/2023,"17,500.00","16,714.30","17,785.70","16,571.40",286.16K,5.38%
29/05/2023,"16,607.10","16,321.40","16,678.60","16,214.30",245.29K,1.97%
26/05/2023,"16,285.70","16,285.70","16,285.70","16,071.40",78.96K,0.22%
25/05/2023,"16,250.00","16,250.00","16,428.60","15,821.40",144.40K,0.89%
24/05/2023,"16,107.10","16,571.40","16,571.40","16,107.10",75.60K,-1.53%
23/05/2023,"16,357.10","16,428.60","16,428.60","16,178.60",21.51K,0.00%
22/05/2023,"16,357.10","16,607.10","16,607.10","16,214.30",35.28K,0.88%
19/05/2023,"16,214.30","16,750.00","16,750.00","16,214.30",71.96K,-2.58%
18/05/2023,"16,642.90","16,428.60","16,750.00","16,178.60",110.04K,3.10%
17/05/2023,"16,142.90","16,428.60","16,678.60","16,142.90",63.02K,-1.74%
16/05/2023,"16,428.60","16,607.10","16,714.30","16,107.10",52.08K,-0.22%
15/05/2023,"16,464.30","16,464.30","16,785.70","16,142.90",85.42K,0.00%
12/5/2023,"16,464.30","16,285.70","16,964.30","15,464.30",118.28K,-0.22%
11/5/2023,"16,500.00","17,142.90","17,142.90","16,428.60",118.17K,-2.53%
10/5/2023,"16,928.60","17,142.90","17,142.90","16,785.70",187.04K,0.00%
9/5/2023,"16,928.60","17,142.90","17,142.90","16,714.30",105.95K,-1.04%
8/5/2023,"17,107.10","16,785.70","17,178.60","16,607.10",165.58K,3.23%
5/5/2023,"16,571.40","16,357.10","16,892.90","16,321.40",172.84K,1.75%
4/5/2023,"16,285.70","15,642.90","16,357.10","15,571.40",281.88K,4.59%
28/04/2023,"15,571.40","15,714.30","15,714.30","15,357.10",76.73K,-0.23%
27/04/2023,"15,607.10","16,071.40","16,071.40","15,464.30",109.76K,0.00%
26/04/2023,"15,607.10","15,571.40","15,642.90","15,357.10",112.56K,0.23%
25/04/2023,"15,571.40","15,892.90","16,428.60","15,357.10",172.78K,-1.36%
24/04/2023,"15,785.70","15,214.30","16,035.70","15,000.00",327.33K,6.51%
21/04/2023,"14,821.40","14,142.90","15,357.10","14,142.90",399.84K,4.80%
20/04/2023,"14,142.90","14,142.90","14,392.90","14,035.70",53.20K,0.00%
19/04/2023,"14,142.90","14,142.90","14,142.90","14,035.70",8.12K,1.02%
18/04/2023,"14,000.00","14,178.60","14,250.00","14,000.00",40.33K,0.51%
17/04/2023,"13,928.60","14,285.70","14,285.70","13,857.10",24.36K,-1.76%
14/04/2023,"14,178.60","14,250.00","14,250.00","13,857.10",50.12K,-0.50%
13/04/2023,"14,250.00","14,392.90","14,392.90","14,035.70",31.36K,-0.25%
12/4/2023,"14,285.70","14,464.30","14,464.30","14,107.10",31.64K,0.00%
11/4/2023,"14,285.70","14,250.00","14,464.30","14,071.40",17.64K,0.25%
10/4/2023,"14,250.00","14,321.40","14,464.30","14,107.10",85.12K,0.00%
7/4/2023,"14,250.00","14,857.10","15,000.00","13,928.60",68.07K,-0.25%
6/4/2023,"14,285.70","14,392.90","14,464.30","14,285.70",19.32K,-0.50%
5/4/2023,"14,357.10","14,285.70","14,464.30","14,285.70",58.52K,0.25%
4/4/2023,"14,321.40","14,178.60","14,392.90","14,107.10",65.24K,1.01%
3/4/2023,"14,178.60","14,642.90","14,642.90","14,035.70",28.56K,0.00%
31/03/2023,"14,178.60","14,035.70","14,178.60","13,964.30",19.04K,-0.25%
30/03/2023,"14,214.30","14,285.70","14,285.70","14,107.10",21.69K,0.25%
29/03/2023,"14,178.60","14,285.70","14,285.70","13,964.30",11.54K,-0.25%
28/03/2023,"14,214.30","14,107.10","14,214.30","13,928.60",29.40K,0.50%
27/03/2023,"14,142.90","14,285.70","14,285.70","13,928.60",119.00K,-0.50%
24/03/2023,"14,214.30","14,107.10","14,214.30","14,071.40",218.68K,0.00%
23/03/2023,"14,214.30","14,214.30","14,214.30","13,892.90",11.48K,-0.50%
22/03/2023,"14,285.70","14,071.40","14,642.90","14,071.40",32.20K,1.52%
21/03/2023,"14,071.40","14,000.00","14,214.30","14,000.00",20.16K,0.51%
20/03/2023,"14,000.00","14,642.90","14,642.90","13,892.90",33.17K,-2.00%
17/03/2023,"14,285.70","14,321.40","14,357.10","13,928.60",20.16K,-0.50%
16/03/2023,"14,357.10","14,214.30","14,464.30","14,142.90",60.11K,-0.74%
15/03/2023,"14,464.30","14,392.90","14,500.00","14,285.70",96.60K,0.25%
14/03/2023,"14,428.60","14,535.70","14,607.10","14,107.10",9.70K,1.00%
13/03/2023,"14,285.70","14,500.00","15,750.00","14,250.00",41.17K,-0.25%
10/3/2023,"14,321.40","14,535.70","14,535.70","14,285.70",8.12K,0.00%
9/3/2023,"14,321.40","14,535.70","14,535.70","14,321.40",10.36K,-1.47%
8/3/2023,"14,535.70","14,535.70","14,571.40","14,321.40",11.83K,0.00%
7/3/2023,"14,535.70","14,357.10","14,535.70","14,285.70",13.16K,-0.25%
6/3/2023,"14,571.40","14,571.40","14,642.90","14,357.10",16.24K,-0.24%
3/3/2023,"14,607.10","14,607.10","14,607.10","14,607.10",2.52K,0.00%
2/3/2023,"14,607.10","14,607.10","14,642.90","14,321.40",35.58K,0.00%
1/3/2023,"14,607.10","14,607.10","14,642.90","14,428.60",24.99K,0.00%
28/02/2023,"14,607.10","14,607.10","14,642.90","14,428.60",22.12K,0.00%
27/02/2023,"14,607.10","14,607.10","14,642.90","14,428.60",27.44K,0.99%
24/02/2023,"14,464.30","14,642.90","14,642.90","14,392.90",22.45K,-1.22%
23/02/2023,"14,642.90","15,000.00","15,000.00","14,464.30",48.16K,0.00%
22/02/2023,"14,642.90","14,750.00","14,892.90","14,607.10",47.32K,-0.73%
21/02/2023,"14,750.00","14,857.10","14,857.10","14,607.10",52.08K,-0.48%
20/02/2023,"14,821.40","14,714.30","15,000.00","14,571.40",121.24K,0.73%
17/02/2023,"14,714.30","14,928.60","14,928.60","14,535.70",21.37K,0.00%
16/02/2023,"14,714.30","14,571.40","14,821.40","14,464.30",142.80K,2.49%
15/02/2023,"14,357.10","15,821.40","15,821.40","14,357.10",39.48K,-1.47%
14/02/2023,"14,571.40","14,464.30","14,714.30","14,214.30",73.75K,0.74%
13/02/2023,"14,464.30","14,928.60","15,214.30","14,285.70",86.52K,0.00%
10/2/2023,"14,464.30","13,857.10","14,821.40","13,857.10",265.33K,4.11%
9/2/2023,"13,892.90","13,892.90","13,892.90","13,714.30",51.52K,0.00%
8/2/2023,"13,892.90","13,642.90","13,892.90","13,392.90",36.77K,1.04%
7/2/2023,"13,750.00","13,464.30","13,750.00","13,464.30",18.48K,0.00%
6/2/2023,"13,750.00","13,892.90","13,892.90","13,285.70",160.44K,0.00%
3/2/2023,"13,750.00","13,928.60","13,928.60","13,750.00",0.56K,1.32%
2/2/2023,"13,571.40","13,857.10","13,857.10","13,571.40",13.16K,-2.06%
1/2/2023,"13,857.10","14,107.10","14,107.10","13,642.90",62.44K,1.57%
31/01/2023,"13,642.90","14,107.10","14,107.10","13,642.90",20.72K,-2.05%
30/01/2023,"13,928.60","13,750.00","14,107.10","13,607.10",53.76K,0.26%
27/01/2023,"13,892.90","13,821.40","14,107.10","13,678.60",17.36K,1.57%
19/01/2023,"13,678.60","13,714.30","13,714.30","13,392.90",14.56K,0.79%
18/01/2023,"13,571.40","13,392.90","13,571.40","13,392.90",24.61K,0.26%
17/01/2023,"13,535.70","13,571.40","13,571.40","13,392.90",9.80K,1.88%
16/01/2023,"13,285.70","13,642.90","13,642.90","13,285.70",3.08K,-1.33%
13/01/2023,"13,464.30","13,357.10","13,500.00","13,250.00",11.48K,1.89%
12/1/2023,"13,214.30","13,714.30","13,714.30","13,214.30",11.20K,-0.80%
11/1/2023,"13,321.40","13,392.90","13,571.40","13,321.40",4.21K,-1.84%
10/1/2023,"13,571.40","13,714.30","13,714.30","13,357.10",0.84K,0.00%
9/1/2023,"13,571.40","13,785.70","13,785.70","13,321.40",3.92K,0.53%
6/1/2023,"13,500.00","13,785.70","13,785.70","13,285.70",20.22K,0.00%
5/1/2023,"13,500.00","13,571.40","13,750.00","13,321.40",5.32K,-0.53%
4/1/2023,"13,571.40","13,857.10","13,857.10","13,392.90",15.71K,-0.78%
3/1/2023,"13,678.60","13,750.00","13,750.00","13,678.60",2.52K,-1.54%
30/12/2022,"13,892.90","13,821.40","13,892.90","13,428.60",9.80K,0.78%
29/12/2022,"13,785.70","13,785.70","13,785.70","13,785.70",0.28K,0.52%
28/12/2022,"13,714.30","13,892.90","13,892.90","13,571.40",9.52K,0.26%
27/12/2022,"13,678.60","13,928.60","13,928.60","13,428.60",3.08K,1.32%
26/12/2022,"13,500.00","13,678.60","13,821.40","13,500.00",1.41K,-1.31%
23/12/2022,"13,678.60","13,714.30","13,714.30","13,392.90",7.02K,-0.52%
22/12/2022,"13,750.00","13,821.40","13,821.40","13,714.30",6.44K,0.26%
21/12/2022,"13,714.30","14,285.70","14,285.70","13,428.60",22.96K,0.00%
20/12/2022,"13,714.30","13,750.00","13,750.00","13,500.00",1.12K,2.13%
19/12/2022,"13,428.60","13,892.90","13,892.90","13,428.60",6.44K,-2.34%
16/12/2022,"13,750.00","13,821.40","13,857.10","13,571.40",172.20K,-0.26%
15/12/2022,"13,785.70","13,607.10","13,928.60","13,571.40",15.12K,-1.03%
14/12/2022,"13,928.60","13,928.60","13,928.60","13,928.60",1.52K,0.00%
13/12/2022,"13,928.60","14,285.70","14,285.70","13,464.30",12.90K,0.00%
12/12/2022,"13,928.60","13,892.90","13,928.60","13,785.70",11.20K,0.78%
9/12/2022,"13,821.40","13,928.60","13,928.60","13,500.00",69.72K,1.31%
8/12/2022,"13,642.90","13,607.10","13,642.90","13,535.70",7.28K,-1.80%
7/12/2022,"13,892.90","14,071.40","14,071.40","13,571.40",33.54K,2.37%
6/12/2022,"13,571.40","13,928.60","13,928.60","13,500.00",10.14K,-1.30%
5/12/2022,"13,750.00","14,000.00","14,000.00","13,571.40",25.70K,-2.28%
2/12/2022,"14,071.40","14,285.70","14,285.70","13,464.30",20.16K,0.00%
1/12/2022,"14,071.40","14,285.70","14,285.70","13,392.90",35.28K,0.25%
30/11/2022,"14,035.70","13,678.60","14,107.10","13,392.90",19.49K,0.51%
29/11/2022,"13,964.30","13,928.60","14,107.10","13,607.10",13.79K,-1.01%
28/11/2022,"14,107.10","14,071.40","14,178.60","14,071.40",17.75K,0.00%
25/11/2022,"14,107.10","13,607.10","14,107.10","13,571.40",38.33K,2.07%
24/11/2022,"13,821.40","13,785.70","13,821.40","13,571.40",21.28K,0.00%
23/11/2022,"13,821.40","13,892.90","13,892.90","13,535.70",24.75K,-0.51%
22/11/2022,"13,892.90","13,678.60","13,892.90","13,642.90",4.19K,0.00%
21/11/2022,"13,892.90","13,928.60","13,928.60","13,678.60",9.52K,2.37%
18/11/2022,"13,571.40","13,571.40","13,641.00","13,501.80",12.35K,0.52%
17/11/2022,"13,501.80","13,571.40","13,571.40","13,501.80",33.60K,0.26%
16/11/2022,"13,467.00","13,919.40","13,919.40","13,119.10",1.96K,0.52%
15/11/2022,"13,397.40","13,571.40","13,571.40","12,875.50",9.38K,2.12%
14/11/2022,"13,119.10","13,710.60","13,710.60","13,119.10",23.04K,-4.07%
11/11/2022,"13,675.80","13,675.80","13,675.80","13,675.80",0.28K,0.00%
10/11/2022,"13,675.80","13,571.40","13,675.80","13,571.40",3.67K,0.77%
9/11/2022,"13,571.40","13,710.60","13,710.60","13,536.60",14.14K,0.00%
8/11/2022,"13,571.40","13,432.20","13,710.60","13,397.40",91.84K,0.00%
7/11/2022,"13,571.40","13,710.60","13,745.40","13,571.40",78.12K,-1.02%
4/11/2022,"13,710.60","13,571.40","13,710.60","13,571.40",1.96K,0.00%
3/11/2022,"13,710.60","13,710.60","13,745.40","13,571.40",5.88K,0.25%
2/11/2022,"13,675.80","13,745.40","13,780.20","13,641.00",61.04K,-0.51%
1/11/2022,"13,745.40","13,745.40","13,849.80","13,745.40",5.04K,0.25%
31/10/2022,"13,710.60","13,606.20","13,745.40","13,571.40",5.88K,-0.25%
28/10/2022,"13,745.40","13,745.40","13,745.40","13,745.40",0.56K,0.00%
