"Date","Price","Open","High","Low","Vol.","Change %"
"12/20/2023","61,735","62,598","62,790","61,735","11.55K","0.31%"
"12/19/2023","61,543","61,543","61,543","61,543","2.36K","0.00%"
"12/18/2023","61,543","62,023","62,023","61,448","6.00K","-0.77%"
"12/15/2023","62,023","62,598","62,598","62,023","1.30K","-0.92%"
"12/14/2023","62,598","62,310","62,694","62,119","6.20K","0.77%"
"12/13/2023","62,119","61,831","62,215","61,831","5.54K","-0.31%"
"12/12/2023","62,310","61,639","62,310","61,352","6.64K","1.25%"
"12/11/2023","61,543","61,927","62,310","61,543","1.71K","-0.62%"
"12/08/2023","61,927","61,831","62,310","61,831","3.33K","0.47%"
"12/07/2023","61,639","61,831","62,406","61,639","7.02K","0.00%"
"12/06/2023","61,639","61,543","62,598","61,543","5.08K","-0.31%"
"12/05/2023","61,831","61,448","61,831","61,352","1.20K","-0.16%"
"12/04/2023","61,927","62,790","62,790","61,831","7.22K","0.16%"
"12/01/2023","61,831","61,831","61,831","61,735","16.17K","0.78%"
"11/30/2023","61,352","61,064","61,448","61,064","1.90K","0.47%"
"11/29/2023","61,064","60,872","61,352","60,872","6.21K","-0.47%"
"11/28/2023","61,352","62,215","62,215","61,352","0.60K","-0.31%"
"11/27/2023","61,543","61,543","61,543","61,352","0.79K","0.31%"
"11/24/2023","61,352","61,831","62,215","61,352","4.81K","-1.39%"
"11/23/2023","62,215","62,310","63,173","62,215","4.15K","0.00%"
"11/22/2023","62,215","61,831","62,310","61,831","9.70K","0.78%"
"11/21/2023","61,735","61,352","61,735","61,352","1.91K","0.62%"
"11/20/2023","61,352","60,872","61,352","60,872","6.39K","0.00%"
"11/17/2023","61,352","62,310","62,310","61,352","5.34K","-0.77%"
"11/16/2023","61,831","62,310","62,310","61,448","2.91K","0.78%"
"11/15/2023","61,352","61,831","65,378","61,352","28.90K","3.23%"
"11/14/2023","59,435","59,339","60,393","59,339","16.28K","1.64%"
"11/13/2023","58,476","58,188","58,859","58,188","1.60K","0.49%"
"11/10/2023","58,188","59,339","59,339","58,188","3.22K","-0.98%"
"11/09/2023","58,763","58,859","59,339","58,668","2.83K","-0.16%"
"11/08/2023","58,859","59,243","59,243","57,997","5.70K","0.82%"
"11/07/2023","58,380","58,476","58,668","58,380","2.00K","-0.33%"
"11/06/2023","58,572","58,859","59,051","58,476","4.42K","-0.81%"
"11/03/2023","59,051","58,476","60,201","57,517","2.89K","0.33%"
"11/02/2023","58,859","58,572","59,722","58,476","6.61K","0.65%"
"11/01/2023","58,476","57,805","58,476","57,517","4.24K","1.16%"
"10/31/2023","57,805","58,476","59,435","57,709","10.82K","-1.15%"
"10/30/2023","58,476","59,339","59,435","58,476","4.75K","-1.61%"
"10/27/2023","59,435","57,997","63,269","56,559","12.74K","2.48%"
"10/26/2023","57,997","56,559","58,284","56,271","16.00K","-0.66%"
"10/25/2023","58,380","58,476","58,476","55,600","11.40K","-0.16%"
"10/24/2023","58,476","58,763","58,763","57,517","3.39K","-0.49%"
"10/23/2023","58,763","58,955","58,955","57,517","12.32K","-0.65%"
"10/20/2023","59,147","59,147","59,722","58,859","5.11K","0.00%"
"10/19/2023","59,147","58,955","59,914","58,668","9.35K","0.82%"
"10/18/2023","58,668","60,106","60,393","58,668","8.26K","-2.39%"
"10/17/2023","60,106","60,106","60,489","59,914","5.25K","0.16%"
"10/16/2023","60,010","60,585","60,585","60,010","5.27K","-0.48%"
"10/13/2023","60,297","60,585","61,256","60,106","11.99K","-0.63%"
"10/12/2023","60,681","60,489","61,352","60,489","5.10K","0.48%"
"10/11/2023","60,393","59,435","62,310","59,435","7.60K","1.61%"
"10/10/2023","59,435","57,997","59,914","57,997","17.51K","3.33%"
"10/09/2023","57,517","56,175","57,517","56,079","10.26K","2.56%"
"10/06/2023","56,079","56,079","56,271","55,121","7.51K","-0.51%"
"10/05/2023","56,367","57,517","57,517","56,367","13.60K","-2.00%"
"10/04/2023","57,517","57,517","57,613","56,559","7.10K","0.00%"
"10/03/2023","57,517","59,147","59,147","55,504","43.70K","-2.76%"
"10/02/2023","59,147","59,435","59,435","59,147","3.87K","0.00%"
"09/29/2023","59,147","59,722","59,722","57,517","10.34K","3.87%"
"09/28/2023","56,942","56,750","58,476","56,559","12.14K","0.34%"
"09/27/2023","56,750","58,092","58,092","55,600","37.96K","-2.31%"
"09/26/2023","58,092","61,831","61,831","57,805","37.17K","-1.94%"
"09/25/2023","59,243","62,119","62,119","59,243","30.41K","-4.92%"
"09/22/2023","62,310","62,502","63,748","60,201","77.02K","-4.41%"
"09/21/2023","65,186","65,953","65,953","64,707","3.60K","0.00%"
"09/20/2023","65,186","65,282","65,282","64,228","3.72K","-0.15%"
"09/19/2023","65,282","66,145","66,145","65,282","0.72K","0.15%"
"09/18/2023","65,186","66,145","66,145","65,186","3.70K","-1.45%"
"09/15/2023","66,145","64,323","66,145","64,323","1.11K","1.47%"
"09/14/2023","65,186","65,378","65,378","64,323","3.70K","-0.29%"
"09/13/2023","65,378","65,378","66,145","64,707","2.72K","0.00%"
"09/12/2023","65,378","66,145","66,145","65,282","4.46K","-0.15%"
"09/11/2023","65,474","65,953","66,145","65,474","6.39K","-1.16%"
"09/08/2023","66,241","66,912","67,103","66,145","3.88K","-1.28%"
"09/07/2023","67,103","68,062","68,062","66,145","6.30K","-0.99%"
"09/06/2023","67,775","67,103","67,775","67,103","6.60K","1.00%"
"09/05/2023","67,103","66,720","70,650","62,886","19.43K","1.60%"
"08/31/2023","66,049","65,186","66,049","61,352","16.22K","1.32%"
"08/30/2023","65,186","67,103","67,199","63,748","4.63K","-2.86%"
"08/29/2023","67,103","66,145","68,062","66,145","8.86K","2.19%"
"08/28/2023","65,666","62,215","66,624","62,215","23.62K","5.87%"
"08/25/2023","62,023","60,585","62,310","60,585","4.96K","2.37%"
"08/24/2023","60,585","60,489","60,777","60,489","3.13K","-0.47%"
"08/23/2023","60,872","60,393","60,872","60,393","2.21K","-0.63%"
"08/22/2023","61,256","62,119","62,119","59,435","5.47K","1.43%"
"08/21/2023","60,393","60,968","60,968","60,010","3.87K","-0.94%"
"08/18/2023","60,968","61,831","62,790","60,968","11.88K","-2.90%"
"08/17/2023","62,790","62,310","62,790","62,310","7.70K","-0.45%"
"08/16/2023","63,077","63,269","63,269","62,502","2.77K","-0.30%"
"08/15/2023","63,269","63,269","63,365","61,639","2.40K","-0.15%"
"08/14/2023","63,365","63,269","63,461","61,831","12.51K","0.15%"
"08/11/2023","63,269","63,269","63,269","62,790","6.80K","-0.30%"
"08/10/2023","63,461","64,132","64,132","63,461","0.70K","0.15%"
"08/09/2023","63,365","63,269","64,228","63,269","2.80K","0.15%"
"08/08/2023","63,269","57,805","64,995","57,805","10.41K","-1.35%"
"08/07/2023","64,132","63,365","64,323","63,365","6.80K","1.06%"
"08/04/2023","63,461","63,269","63,748","63,269","6.54K","-0.45%"
"08/03/2023","63,748","64,803","64,899","62,310","5.30K","-1.04%"
"08/02/2023","64,419","64,228","64,611","64,228","7.78K","-1.18%"
"08/01/2023","65,186","65,186","65,474","65,186","17.44K","1.49%"
"07/31/2023","64,228","63,652","64,707","63,652","3.80K","-0.59%"
"07/28/2023","64,611","64,899","65,186","64,132","7.41K","-0.88%"
"07/27/2023","65,186","65,186","65,474","64,803","10.65K","0.00%"
"07/26/2023","65,186","66,145","66,145","65,186","7.64K","-1.31%"
"07/25/2023","66,049","65,761","66,049","65,378","11.50K","1.32%"
"07/24/2023","65,186","66,145","66,145","63,269","28.71K","-1.45%"
"07/21/2023","66,145","68,829","69,021","66,145","30.53K","-3.90%"
"07/20/2023","68,829","69,404","70,171","68,829","6.36K","-0.83%"
"07/19/2023","69,404","69,404","70,171","68,541","20.40K","0.55%"
"07/18/2023","69,021","70,746","70,938","68,158","19.71K","-1.91%"
"07/17/2023","70,363","69,404","71,897","69,212","22.57K","1.66%"
"07/14/2023","69,212","72,855","72,855","69,212","42.00K","-6.84%"
"07/13/2023","74,293","76,210","76,210","70,938","22.90K","-2.52%"
