"Date","Price","Open","High","Low","Vol.","Change %"
"07/12/2023","76,210","77,457","77,457","71,897","100.78K","8.16%"
"07/11/2023","70,459","70,459","70,459","70,459","18.28K","9.90%"
"07/10/2023","64,113","64,113","64,113","58,668","214.78K","10.00%"
"07/07/2023","58,284","53,568","58,936","53,568","111.53K","8.73%"
"07/06/2023","53,606","56,597","56,674","52,916","102.78K","-5.22%"
"07/05/2023","56,559","60,201","60,201","55,600","56.50K","-1.54%"
"07/04/2023","57,441","60,585","61,352","56,750","71.92K","-4.89%"
"07/03/2023","60,393","58,668","63,691","58,668","62.47K","4.30%"
"06/30/2023","57,901","58,859","59,435","57,901","30.75K","-0.92%"
"06/29/2023","58,438","57,517","59,818","57,134","32.55K","1.67%"
"06/28/2023","57,479","55,983","61,160","55,983","76.93K","2.81%"
"06/27/2023","55,907","54,833","55,907","51,842","4.13K","1.96%"
"06/26/2023","54,833","55,600","55,600","54,833","0.77K","-1.38%"
"06/23/2023","55,600","51,689","55,600","51,689","6.40K","7.57%"
"06/22/2023","51,689","50,615","55,562","49,465","24.03K","-5.93%"
"06/21/2023","54,948","55,983","55,983","51,420","26.00K","-3.83%"
"06/20/2023","57,134","51,766","57,517","51,766","3.29K","2.76%"
"06/19/2023","55,600","45,592","55,677","45,592","38.09K","9.85%"
"06/16/2023","50,615","44,863","50,615","44,863","2.52K","6.45%"
"06/15/2023","47,548","42,409","47,548","42,409","0.54K","0.98%"
"06/14/2023","47,087","45,822","47,893","45,822","1.00K","5.95%"
"06/09/2023","44,442","44,135","44,442","44,135","0.77K","0.00%"
"06/08/2023","44,442","44,442","44,442","44,442","0.31K","-5.00%"
"06/07/2023","46,781","46,781","46,781","46,781","0.26K","1.75%"
"06/06/2023","45,975","45,975","45,975","45,975","3.25K","3.81%"
"06/05/2023","44,288","42,563","46,742","42,563","3.77K","-5.33%"
"06/02/2023","46,781","48,084","48,084","46,781","3.03K","7.02%"
"06/01/2023","43,713","41,796","43,905","41,719","6.25K","9.51%"
"05/31/2023","39,917","39,495","40,454","39,495","1.76K","4.10%"
"05/30/2023","38,345","38,345","38,345","38,345","0.51K","0.00%"
"05/29/2023","38,345","38,345","38,345","38,345","0.29K","3.84%"
"05/22/2023","36,926","86,700","86,700","86,700","","0.00%"
"05/19/2023","36,926","37,003","37,003","36,926","0.50K","-2.73%"
"05/16/2023","37,961","37,770","37,961","37,770","0.50K","-5.72%"
"05/15/2023","40,262","40,262","40,262","40,262","0.26K","7.03%"
"05/12/2023","37,616","37,616","37,616","37,616","0.25K","-9.34%"
"05/11/2023","41,489","39,112","41,719","39,112","8.04K","7.55%"
"05/10/2023","38,575","38,575","38,575","38,575","0.29K","-0.10%"
"05/09/2023","38,613","38,652","38,652","38,613","0.81K","-0.10%"
"05/08/2023","38,652","38,537","38,652","38,537","2.79K","0.80%"
"05/05/2023","38,345","38,345","38,345","38,345","1.03K","0.00%"
"04/28/2023","38,345","38,345","38,345","38,345","1.00K","0.00%"
"04/25/2023","38,345","38,345","38,345","38,345","1.25K","0.00%"
"04/24/2023","38,345","38,345","38,345","38,345","5.75K","0.00%"
"04/21/2023","38,345","38,345","38,345","38,345","6.75K","0.00%"
"04/18/2023","38,345","38,345","38,345","38,345","0.50K","0.00%"
"04/17/2023","38,345","38,345","38,345","38,345","3.04K","0.71%"
"04/14/2023","38,076","38,038","38,076","38,038","1.50K","-0.10%"
"04/13/2023","38,115","38,268","38,345","38,115","1.77K","3.65%"
"04/12/2023","36,773","35,891","36,773","35,891","0.53K","-3.91%"
"04/11/2023","38,268","38,345","38,345","38,268","0.50K","4.94%"
"04/10/2023","36,466","36,466","36,466","36,428","2.50K","-4.99%"
"04/06/2023","38,383","38,345","38,383","38,345","1.75K","0.10%"
"04/05/2023","38,345","38,345","38,345","38,268","4.25K","0.50%"
"04/04/2023","38,153","38,153","38,153","38,153","7.10K","4.74%"
"04/03/2023","36,428","36,236","36,428","36,236","6.25K","0.00%"
"03/31/2023","36,428","36,428","36,428","36,428","0.25K","-4.52%"
"03/30/2023","38,153","35,891","38,153","35,891","0.50K","4.52%"
"03/29/2023","36,504","36,504","36,504","36,504","1.00K","0.00%"
"03/27/2023","36,504","36,466","36,504","36,466","1.26K","-6.21%"
"03/23/2023","38,920","38,345","38,920","38,345","0.51K","-1.46%"
"03/22/2023","39,495","40,492","40,492","38,728","6.51K","3.00%"
"03/21/2023","38,345","39,495","39,495","38,345","7.78K","4.82%"
"03/20/2023","36,581","36,439","39,624","36,404","15.00K","0.39%"
"03/16/2023","36,439","36,086","36,439","36,086","0.56K","0.00%"
"03/13/2023","36,439","36,439","36,439","36,439","3.00K","3.00%"
"03/10/2023","35,378","35,378","35,378","35,378","4.05K","1.01%"
"03/09/2023","35,024","35,024","35,024","35,024","1.50K","2.59%"
"03/07/2023","34,140","34,140","34,140","34,140","1.29K","-3.60%"
"03/06/2023","35,414","35,378","35,555","35,378","7.50K","-9.90%"
"03/03/2023","39,305","39,305","41,746","39,270","3.58K","0.00%"
"03/02/2023","39,305","33,609","39,305","33,609","7.50K","10.00%"
"02/28/2023","35,732","35,944","35,944","35,661","4.75K","-9.82%"
"02/24/2023","39,624","36,439","39,624","36,439","8.00K","9.80%"
"02/23/2023","36,086","35,378","36,086","35,378","4.82K","2.10%"
"02/22/2023","35,343","35,343","35,343","35,343","0.75K","0.91%"
"02/21/2023","35,024","34,671","35,024","34,671","1.26K","1.02%"
"02/20/2023","34,671","34,671","34,671","34,671","1.08K","2.08%"
"02/17/2023","33,963","34,671","34,847","33,963","0.75K","1.05%"
"02/16/2023","33,609","33,609","33,609","33,609","4.32K","0.96%"
"02/15/2023","33,291","33,079","33,291","33,079","0.83K","-1.98%"
"02/13/2023","33,963","33,821","33,963","33,786","1.50K","0.52%"
"02/10/2023","33,786","33,786","33,786","33,786","2.75K","2.58%"
"02/09/2023","32,937","32,972","32,972","32,937","0.50K","0.11%"
"02/08/2023","32,902","32,902","32,902","32,902","0.25K","-9.71%"
"02/07/2023","36,439","31,840","36,439","31,840","1.03K","5.64%"
"02/03/2023","34,494","31,840","34,494","31,840","0.50K","0.00%"
"02/02/2023","34,494","34,317","34,494","34,317","8.78K","0.52%"
"02/01/2023","34,317","34,317","34,317","34,317","0.25K","0.00%"
"01/31/2023","34,317","35,378","35,378","33,963","1.75K","1.25%"
"01/30/2023","33,892","33,892","33,892","33,892","0.79K","0.84%"
"01/27/2023","33,609","33,609","33,609","33,609","2.75K","0.53%"
"01/19/2023","33,432","33,609","33,609","33,432","0.50K","3.85%"
"01/16/2023","32,194","32,194","32,194","32,194","0.31K","-2.15%"
"01/06/2023","32,902","32,902","32,902","32,902","0.50K","-1.06%"
"12/30/2022","33,255","33,255","33,255","33,255","0.50K","1.07%"
"12/28/2022","32,902","32,902","32,902","32,902","1.05K","0.00%"
"12/19/2022","32,902","32,902","32,902","32,902","0.25K","-5.96%"
"12/16/2022","34,989","32,548","34,989","32,548","1.25K","5.21%"
"12/15/2022","33,255","33,255","33,255","33,255","1.46K","5.50%"
"12/14/2022","31,522","32,017","32,017","31,522","1.75K","0.11%"
"12/13/2022","31,487","31,487","31,487","31,487","0.50K","-1.11%"
"12/09/2022","31,840","31,840","31,840","31,840","0.25K","0.00%"
"12/07/2022","31,840","31,840","31,840","31,840","0.50K","0.56%"
"12/06/2022","31,663","31,840","31,840","31,663","0.50K","-0.56%"
"12/01/2022","31,840","31,840","32,194","31,840","1.50K","-0.55%"
"11/30/2022","32,017","32,017","32,017","32,017","0.71K","0.44%"
"11/29/2022","31,876","31,876","31,876","31,876","0.25K","0.11%"
"11/25/2022","31,840","31,522","31,840","31,487","10.26K","-0.11%"
"11/23/2022","31,876","31,876","31,876","31,876","6.88K","-2.06%"
"11/18/2022","32,548","32,194","32,548","32,194","2.50K","2.80%"
"11/17/2022","31,663","31,663","31,663","31,663","0.25K","0.56%"
"11/16/2022","31,487","31,487","31,487","31,487","0.75K","-2.20%"
"11/15/2022","32,194","31,663","32,194","31,487","7.25K","2.25%"
"11/14/2022","31,487","31,522","31,840","31,487","27.25K","-1.11%"
"11/10/2022","31,840","31,663","31,840","31,663","2.00K","-1.10%"
"11/09/2022","32,194","31,840","32,194","31,840","4.25K","1.11%"
"11/08/2022","31,840","31,840","31,840","31,840","0.25K","0.90%"
"11/07/2022","31,557","31,487","31,557","31,487","7.75K","0.11%"
"11/04/2022","31,522","31,522","31,522","31,522","1.00K","0.00%"
"11/03/2022","31,522","31,522","31,522","31,522","0.25K","0.11%"
"11/02/2022","31,487","31,522","31,522","31,487","1.00K","0.00%"
"11/01/2022","31,487","31,522","31,522","31,487","4.01K","-0.11%"
"10/31/2022","31,522","31,522","31,522","31,522","0.25K","0.68%"
"10/28/2022","31,310","31,345","31,345","31,310","3.04K","0.00%"
"10/27/2022","31,310","31,310","31,310","31,310","0.25K","-1.11%"
"10/24/2022","31,663","31,734","31,734","31,663","12.25K","-0.56%"
"10/21/2022","31,840","31,840","31,840","31,840","5.01K","0.00%"
"10/20/2022","31,840","31,840","31,840","31,840","6.51K","-0.11%"
"10/17/2022","31,876","31,840","31,876","31,840","2.77K","0.11%"
"10/14/2022","31,840","31,840","31,840","31,840","2.50K","1.12%"
"10/10/2022","31,487","31,522","31,840","31,487","7.25K","-1.11%"
"10/07/2022","31,840","31,911","31,911","31,840","7.75K","-0.22%"
"10/06/2022","31,911","31,911","31,911","31,911","0.50K","-0.66%"
"10/05/2022","32,123","32,123","32,123","32,123","0.25K","0.22%"
"10/04/2022","32,053","31,840","32,053","31,840","11.00K","0.00%"
"10/03/2022","32,053","32,053","32,053","32,053","2.51K","0.67%"
"09/30/2022","31,840","31,840","31,840","31,840","2.51K","-0.22%"
"09/29/2022","31,911","31,840","31,911","31,840","1.50K","0.11%"
"09/28/2022","31,876","31,487","31,876","31,487","1.00K","1.24%"
"09/26/2022","31,487","32,053","32,053","31,487","4.50K","-1.77%"
"09/22/2022","32,053","31,911","32,053","31,911","0.83K","-0.98%"
"09/21/2022","32,371","32,371","32,371","32,371","1.00K","0.55%"
"09/20/2022","32,194","31,911","32,194","31,911","0.75K","0.89%"
"09/19/2022","31,911","32,017","32,194","31,911","2.00K","0.11%"
"09/14/2022","31,876","31,876","31,911","31,876","1.25K","-0.11%"
"09/13/2022","31,911","31,911","31,911","31,911","0.25K","-0.33%"
"09/12/2022","32,017","31,876","32,017","31,876","1.59K","0.44%"
"09/09/2022","31,876","31,876","31,876","31,876","0.25K","-0.99%"
"09/07/2022","32,194","32,194","32,194","32,194","0.50K","1.11%"
"09/06/2022","31,840","31,840","31,840","31,840","1.76K","-0.22%"
"09/05/2022","31,911","31,911","31,911","31,911","2.50K","0.11%"
"08/31/2022","31,876","31,876","31,876","31,876","4.75K","0.00%"
"08/30/2022","31,876","31,876","31,876","31,876","2.50K","0.11%"
"08/29/2022","31,840","31,840","31,840","31,840","1.25K","-0.11%"
"08/26/2022","31,876","32,017","32,017","31,876","8.25K","0.00%"
"08/25/2022","31,876","31,876","31,876","31,876","1.75K","-0.11%"
"08/24/2022","31,911","31,911","31,911","31,911","1.00K","0.00%"
"08/23/2022","31,911","31,840","31,911","31,840","9.25K","0.22%"
"08/22/2022","31,840","31,840","31,876","31,840","35.25K","-1.10%"
"08/18/2022","32,194","32,194","32,194","31,840","3.80K","0.55%"
"08/17/2022","32,017","31,876","32,017","31,876","7.50K","0.33%"
"08/16/2022","31,911","32,513","32,513","31,840","15.25K","-0.33%"
"08/15/2022","32,017","32,017","32,017","31,876","10.25K","0.56%"
"08/12/2022","31,840","31,840","31,840","31,840","62.50K","0.00%"
"08/11/2022","31,840","32,194","33,079","31,840","10.00K","0.00%"
"08/10/2022","31,840","31,840","31,876","31,840","11.01K","0.00%"
"08/09/2022","31,840","31,840","31,840","31,840","44.25K","0.00%"
